sentence,ID,clean sentence
Shells and rockets have been hitting the town since three a.m. (midnight GMT) at a rate of one a minute.,3XAOZ9UYRZSQOW6PCZBO2DPU1BVQ1L,Shells and rockets have been hitting the town since three a.m. (midnight GMT) at a rate of one a minute.
"Rastan has been destroyed, a member of the rebel Free Syrian Army (FSA)in Rastan who declined to be named told Reuters by satellite phone.",3XAOZ9UYRZSQOW6PCZBO2DPU1BVQ1L,"Rastan has been destroyed, a member of the rebel Free Syrian Army (FSA)in Rastan who declined to be named told Reuters by satellite phone."
"Rastan has been destroyed,"" a member of the rebel Free Syrian Army (FSA)in Rastan who declined to be named told Reuters by satellite phone.",3XAOZ9UYRZSQOW6PCZBO2DPU1BVQ1L,"Rastan has been destroyed,"" a member of the rebel Free Syrian Army (FSA)in Rastan who declined to be named told Reuters by satellite phone."
"He said among those killed was Ahmad Ayoub, an FSA commander whose fighters were battling the army forces which he said were made up of elite units and members of Military Intelligence.",3XAOZ9UYRZSQOW6PCZBO2DPU1BVQ1L,"He said among those killed was Ahmad Ayoub, an FSA commander whose fighters were battling the army forces which he said were made up of elite units and members of Military Intelligence."
"The British-based Observatory said fighting began at dawn on Monday and that rebels destroyed three armored personnel carriers and seized two others, capturing around 15 soldiers.",3XAOZ9UYRZSQOW6PCZBO2DPU1BVQ1L,"The British-based Observatory said fighting began at dawn on Monday and that rebels destroyed three armored personnel carriers and seized two others, capturing around 15 soldiers."
Syria's uprising began as a peaceful protest movement but has become increasingly militarized as rebels fight back against Assad's violent crackdown.,3XAOZ9UYRZSQOW6PCZBO2DPU1BVQ1L,Syria's uprising began as a peaceful protest movement but has become increasingly militarized as rebels fight back against Assad's violent crackdown.
"Mr Obama sought to portray the withdrawal as an unalloyed achievement, although it remains far from certain that the Afghan government can hold its own against the Taliban with reduced US support, or that what were once considered critical US goals in the country can still be met.",3PA41K45VN5JZ6KC12D83IQXZDO7PB,"Mr Obama sought to portray the withdrawal as an unalloyed achievement, although it remains far from certain that the Afghan government can hold its own against the Taliban with reduced US support, or that what were once considered critical US goals in the country can still be met."
"Mr Obama's  six-hour visit, ending a year to the day after Osama bin Laden was killed in a raid in  Pakistan, was laden with symbolism, historic and political.",3PA41K45VN5JZ6KC12D83IQXZDO7PB,"Mr Obama's  six-hour visit, ending a year to the day after Osama bin Laden was killed in a raid in  Pakistan, was laden with symbolism, historic and political."
"Speaking from the country where the September 11 terrorist attacks were incubated, Mr Obama suggested  America had come full circle.''",3PA41K45VN5JZ6KC12D83IQXZDO7PB,"Speaking from the country where the September 11 terrorist attacks were incubated, Mr Obama suggested  America had come full circle.''"
"One year ago, from a base here in Afghanistan, our troops launched the operation that killed Osama bin Laden,'' he said. ''",3PA41K45VN5JZ6KC12D83IQXZDO7PB,"One year ago, from a base here in Afghanistan, our troops launched the operation that killed Osama bin Laden,'' he said. ''"
Al Qaeda is still there.,3JVP4ZJHDPTD09XO382FF6FY5LNI0A,Al Qaeda is still there.
"We do feel we are prevailing in this with our Afghan partners, he said.",3JVP4ZJHDPTD09XO382FF6FY5LNI0A,"We do feel we are prevailing in this with our Afghan partners, he said."
"We do feel we are prevailing in this with our Afghan partners,"" he said.",3JVP4ZJHDPTD09XO382FF6FY5LNI0A,"We do feel we are prevailing in this with our Afghan partners,"" he said."
We cannot be in a position of taking on ourselves bringing perfection to Afghanistan.,3JVP4ZJHDPTD09XO382FF6FY5LNI0A,We cannot be in a position of taking on ourselves bringing perfection to Afghanistan.
That has to be left to Afghans.,3JVP4ZJHDPTD09XO382FF6FY5LNI0A,That has to be left to Afghans.
"That has to be left to Afghans.""",3JVP4ZJHDPTD09XO382FF6FY5LNI0A,"That has to be left to Afghans."""
But Crocker said there would be no repeat of the 1990s when a withdrawal of Western backers in the wake of the Soviet withdrawal unleashed a vicious civil war out of which the Taliban and al Qaeda support bases arose.,3JVP4ZJHDPTD09XO382FF6FY5LNI0A,But Crocker said there would be no repeat of the 1990s when a withdrawal of Western backers in the wake of the Soviet withdrawal unleashed a vicious civil war out of which the Taliban and al Qaeda support bases arose.
"Taliban bombers attacked a heavily fortified guesthouse used by Westerners in Kabul on Wednesday, announcing the start of their annual in defiance of calls from visiting US President Barack Obama that the war was ending.",3JVP4ZJHDPTD09XO382FF6FY5LNI0A,"Taliban bombers attacked a heavily fortified guesthouse used by Westerners in Kabul on Wednesday, announcing the start of their annual in defiance of calls from visiting US President Barack Obama that the war was ending."
"Seven people were killed after attackers in burqas detonated a suicide car bomb and clashed with guards at the ""Green Village"" complex of guesthouses used by the European Union, the United Nations and aid groups, officials said.",3JVP4ZJHDPTD09XO382FF6FY5LNI0A,"Seven people were killed after attackers in burqas detonated a suicide car bomb and clashed with guards at the ""Green Village"" complex of guesthouses used by the European Union, the United Nations and aid groups, officials said."
He also dismissed allegations of corruption among his United Russia party members.,39O0SQZVJN84BJ0REUHX8DQC1W07RU,He also dismissed allegations of corruption among his United Russia party members.
"A Philippine warship was in a standoff with Chinese surveillance ships Wednesday in disputed waters of the Spratly Islands, Philippine officials said.",39O0SQZVJN84BJ0REUHX8DQC1W07RU,"A Philippine warship was in a standoff with Chinese surveillance ships Wednesday in disputed waters of the Spratly Islands, Philippine officials said."
"The Philippine Foreign Affairs Department said the situation developed Tuesday when the Chinese surveillance ships placed themselves between the Philippine patrol boat BRP Gregorio del Pilar and several Chinese fishing boats, GMA News reported The face-off was playing out near Scarborough, or Panatag, Shoal, which both the Philippines and China claim.",39O0SQZVJN84BJ0REUHX8DQC1W07RU,"The Philippine Foreign Affairs Department said the situation developed Tuesday when the Chinese surveillance ships placed themselves between the Philippine patrol boat BRP Gregorio del Pilar and several Chinese fishing boats, GMA News reported The face-off was playing out near Scarborough, or Panatag, Shoal, which both the Philippines and China claim."
"Foreign Affairs Secretary Albert del Rosario was seeking a diplomatic solution with Chinese Ambassador Ma Keqing, the TV network said.",39O0SQZVJN84BJ0REUHX8DQC1W07RU,"Foreign Affairs Secretary Albert del Rosario was seeking a diplomatic solution with Chinese Ambassador Ma Keqing, the TV network said."
The Chinese Embassy said it had received a report that a dozen Chinese fishing boats had taken refuge in a lagoon of Huangyan Island to escape foul weather when the Philippine gunboat blocked the lagoon entrance and sent 12 Philippine soldiers to harass the Chinese fishermen.,39O0SQZVJN84BJ0REUHX8DQC1W07RU,The Chinese Embassy said it had received a report that a dozen Chinese fishing boats had taken refuge in a lagoon of Huangyan Island to escape foul weather when the Philippine gunboat blocked the lagoon entrance and sent 12 Philippine soldiers to harass the Chinese fishermen.
"However, Olli Rehn, the EU's monetary affairs chief, said the European Commission has full confidence in the determination of the Spanish government to meet the fiscal targets.",3MQKOF1EE2PP0OIN41UPV48PE9FDW2,"However, Olli Rehn, the EU's monetary affairs chief, said the European Commission has full confidence in the determination of the Spanish government to meet the fiscal targets."
He said that the key to restoring confidence and growth for Spain was to tackle the immediate fiscal and financial challenges with full determination.,3MQKOF1EE2PP0OIN41UPV48PE9FDW2,He said that the key to restoring confidence and growth for Spain was to tackle the immediate fiscal and financial challenges with full determination.
"The government in Spain has announced a new set of financial reforms, particularly aimed at cleaning up the country's banking system, which is saddled with bad loans.",3MQKOF1EE2PP0OIN41UPV48PE9FDW2,"The government in Spain has announced a new set of financial reforms, particularly aimed at cleaning up the country's banking system, which is saddled with bad loans."
